,Year,Month,UniqueCarrier,ArrDelay,DepDelay,Count
2688,2007,2,UA,3.0,0.0,37665
2689,2007,2,US,7.0,4.0,37951
2690,2007,2,WN,-2.0,1.0,86974
2691,2007,2,XE,-1.0,-1.0,31702
2692,2007,2,YV,2.0,0.0,23528
2693,2007,3,9E,-4.0,-2.0,22298
2694,2007,3,AA,-1.0,-1.0,55040
2695,2007,3,AQ,-3.0,-3.0,3980
2696,2007,3,AS,-2.0,-1.0,13002
2697,2007,3,B6,3.0,1.0,16685
2698,2007,3,CO,0.0,-1.0,28330
2699,2007,3,DL,-2.0,-1.0,41179
2700,2007,3,EV,0.0,0.0,24085
2701,2007,3,F9,-2.0,-1.0,8099
2702,2007,3,FL,-2.0,-1.0,22327
2703,2007,3,HA,-3.0,-3.0,4683
2704,2007,3,MQ,-2.0,-1.0,45410
2705,2007,3,NW,5.0,-1.0,37003
2706,2007,3,OH,3.0,0.0,20519
2707,2007,3,OO,-1.0,-2.0,50514
2708,2007,3,UA,0.0,-1.0,42714
2709,2007,3,US,10.0,7.0,42921
2710,2007,3,WN,-3.0,1.0,97928
2711,2007,3,XE,-2.0,-1.0,35993
2712,2007,3,YV,0.0,0.0,26499
2713,2007,4,9E,-4.0,-3.0,21214
2714,2007,4,AA,0.0,-1.0,52186
2715,2007,4,AQ,-4.0,-3.0,3882
2716,2007,4,AS,-4.0,-2.0,12833
2717,2007,4,B6,3.0,1.0,16504
2718,2007,4,CO,-1.0,-1.0,27331
2719,2007,4,DL,-2.0,-1.0,38744
2720,2007,4,EV,0.0,0.0,23351
2721,2007,4,F9,-2.0,-2.0,7883
2722,2007,4,FL,-3.0,-2.0,21754
2723,2007,4,HA,-4.0,-4.0,4565
2724,2007,4,MQ,-1.0,-1.0,43582
2725,2007,4,NW,2.0,-2.0,35420
2726,2007,4,OH,3.0,0.0,19062
2727,2007,4,OO,-2.0,-2.0,48388
2728,2007,4,UA,-1.0,-1.0,40822
2729,2007,4,US,6.0,3.0,41334
2730,2007,4,WN,-3.0,1.0,96085
2731,2007,4,XE,-2.0,-1.0,34233
2732,2007,4,YV,-1.0,0.0,25475
2733,2007,5,9E,-3.0,-3.0,21295
2734,2007,5,AA,1.0,-1.0,53754
2735,2007,5,AQ,-4.0,-3.0,3819
2736,2007,5,AS,-1.0,-1.0,14075
2737,2007,5,B6,-4.0,-2.0,15864
2738,2007,5,CO,-2.0,-2.0,27885
2739,2007,5,DL,-3.0,-2.0,38747
2740,2007,5,EV,-2.0,0.0,23437
2741,2007,5,F9,1.0,0.0,8532
2742,2007,5,FL,-5.0,-2.0,22570
2743,2007,5,HA,-3.0,-4.0,4707
2744,2007,5,MQ,-1.0,-1.0,46088
2745,2007,5,NW,3.0,-2.0,36910
2746,2007,5,OH,0.0,0.0,19242
2747,2007,5,OO,-1.0,-2.0,49696
2748,2007,5,UA,-1.0,-2.0,41520
2749,2007,5,US,4.0,1.0,42215
2750,2007,5,WN,-2.0,1.0,98773
2751,2007,5,XE,-5.0,-2.0,36226
2752,2007,5,YV,-3.0,-1.0,26254
2753,2007,6,9E,0.0,-2.0,21816
2754,2007,6,AA,6.0,2.0,52070
2755,2007,6,AQ,-3.0,-2.0,3900
2756,2007,6,AS,2.0,1.0,14315
2757,2007,6,B6,2.0,0.0,15624
2758,2007,6,CO,1.0,0.0,27366
2759,2007,6,DL,3.0,0.0,40200
2760,2007,6,EV,8.0,7.0,25164
2761,2007,6,F9,4.0,3.0,8364
2762,2007,6,FL,0.0,0.0,22691
2763,2007,6,HA,-3.0,-3.0,4808
2764,2007,6,MQ,4.0,1.0,44952
2765,2007,6,NW,5.0,-1.0,36005
2766,2007,6,OH,3.0,0.0,20023
2767,2007,6,OO,0.0,-1.0,50818
2768,2007,6,UA,2.0,0.0,40987
2769,2007,6,US,6.0,4.0,40547
2770,2007,6,WN,0.0,3.0,96693
2771,2007,6,XE,-2.0,-1.0,37140
2772,2007,6,YV,0.0,0.0,25797
2773,2007,7,9E,-2.0,-2.0,22190
2774,2007,7,AA,4.0,1.0,53837
2775,2007,7,AQ,-3.0,-3.0,3921
2776,2007,7,AS,3.0,2.0,14797
2777,2007,7,B6,1.0,0.0,16426
2778,2007,7,CO,0.0,0.0,27889
2779,2007,7,DL,4.0,1.0,41606
2780,2007,7,EV,9.0,9.0,25551
2781,2007,7,F9,3.0,2.0,9024
2782,2007,7,FL,1.0,0.0,23663
2783,2007,7,HA,-4.0,-4.0,5060
2784,2007,7,MQ,2.0,0.0,46794
2785,2007,7,NW,2.0,-1.0,36009
2786,2007,7,OH,4.0,0.0,20503
2787,2007,7,OO,0.0,-2.0,53050
2788,2007,7,UA,0.0,-1.0,42486
2789,2007,7,US,3.0,2.0,41673
2790,2007,7,WN,0.0,3.0,100397
2791,2007,7,XE,-2.0,-1.0,38981
2792,2007,7,YV,-2.0,0.0,24703
2793,2007,8,9E,0.0,-2.0,22840
2794,2007,8,AA,1.0,0.0,53800
2795,2007,8,AQ,-5.0,-4.0,4069
2796,2007,8,AS,4.0,3.0,14722
2797,2007,8,B6,-2.0,-1.0,16655
2798,2007,8,CO,-3.0,-1.0,28483
2799,2007,8,DL,3.0,0.0,41763
2800,2007,8,EV,9.0,8.0,26026
2801,2007,8,F9,1.0,1.0,8790
2802,2007,8,FL,0.0,0.0,23259
2803,2007,8,HA,-3.0,-3.0,5036
2804,2007,8,MQ,1.0,0.0,47061
2805,2007,8,NW,4.0,-1.0,35142
2806,2007,8,OH,3.0,0.0,20772
2807,2007,8,OO,0.0,-2.0,53955
2808,2007,8,UA,1.0,0.0,43176
2809,2007,8,US,2.0,2.0,41211
2810,2007,8,WN,-1.0,2.0,101673
2811,2007,8,XE,-5.0,-2.0,39905
2812,2007,8,YV,-2.0,0.0,24941
2813,2007,9,9E,-6.0,-3.0,21238
2814,2007,9,AA,-3.0,-2.0,51266
2815,2007,9,AQ,-5.0,-4.0,3723
2816,2007,9,AS,0.0,-1.0,13402
2817,2007,9,B6,-9.0,-5.0,15123
2818,2007,9,CO,-8.0,-3.0,24746
2819,2007,9,DL,-3.0,-2.0,38815
2820,2007,9,EV,4.0,3.0,22644
2821,2007,9,F9,-2.0,-2.0,7928
2822,2007,9,FL,-6.0,-3.0,21004
2823,2007,9,HA,-4.0,-4.0,4581
2824,2007,9,MQ,-4.0,-2.0,44669
2825,2007,9,NW,0.0,-3.0,32170
2826,2007,9,OH,-2.0,0.0,18673
2827,2007,9,OO,-3.0,-4.0,48869
2828,2007,9,UA,-3.0,-2.0,39276
2829,2007,9,US,-3.0,-1.0,37774
2830,2007,9,WN,-3.0,0.0,96586
2831,2007,9,XE,-8.0,-3.0,35317
2832,2007,9,YV,-4.0,-2.0,22383
2833,2007,10,9E,-5.0,-3.0,22290
2834,2007,10,AA,-1.0,-2.0,53472
2835,2007,10,AQ,-4.0,-3.0,3763
2836,2007,10,AS,2.0,-1.0,13337
2837,2007,10,B6,-5.0,-3.0,15518
2838,2007,10,CO,-4.0,-2.0,27381
2839,2007,10,DL,-2.0,-2.0,41345
2840,2007,10,EV,4.0,3.0,25033
2841,2007,10,F9,0.0,-1.0,8279
2842,2007,10,FL,-3.0,-2.0,21706
2843,2007,10,HA,-4.0,-4.0,4707
2844,2007,10,MQ,-3.0,-2.0,46034
2845,2007,10,NW,1.0,-3.0,33446
2846,2007,10,OH,0.0,0.0,19719
2847,2007,10,OO,-2.0,-3.0,51029
2848,2007,10,UA,-2.0,-1.0,41235
2849,2007,10,US,-1.0,-1.0,40018
2850,2007,10,WN,-2.0,1.0,100212
2851,2007,10,XE,-5.0,-2.0,38320
2852,2007,10,YV,-3.0,-2.0,23148
2853,2007,11,9E,-5.0,-3.0,20813
2854,2007,11,AA,-1.0,-1.0,51229
2855,2007,11,AQ,-4.0,-3.0,3884
2856,2007,11,AS,-2.0,-2.0,12292
2857,2007,11,B6,-6.0,-3.0,16073
2858,2007,11,CO,-1.0,-2.0,26316
2859,2007,11,DL,-4.0,-2.0,39381
2860,2007,11,EV,-3.0,0.0,23567
2861,2007,11,F9,-1.0,-1.0,7859
2862,2007,11,FL,-2.0,-2.0,21781
2863,2007,11,HA,-4.0,-4.0,4543
2864,2007,11,MQ,-3.0,-2.0,44175
2865,2007,11,NW,1.0,-3.0,31950
2866,2007,11,OH,-1.0,0.0,18962
2867,2007,11,OO,-4.0,-4.0,48423
2868,2007,11,UA,-2.0,-1.0,38803
2869,2007,11,US,-4.0,-1.0,38499
2870,2007,11,WN,-3.0,1.0,97798
2871,2007,11,XE,-4.0,-2.0,35749
2872,2007,11,YV,-3.0,-2.0,23052
2873,2007,12,9E,7.0,2.0,21888
2874,2007,12,AA,7.0,3.0,52576
2875,2007,12,AQ,-4.0,-3.0,4027
2876,2007,12,AS,0.0,-1.0,12836
2877,2007,12,B6,2.0,0.0,17078
2878,2007,12,CO,4.0,0.0,27153
2879,2007,12,DL,1.0,-1.0,39123
2880,2007,12,EV,3.0,2.0,23584
2881,2007,12,F9,10.0,5.0,7987
2882,2007,12,FL,4.0,0.0,22578
2883,2007,12,HA,-3.0,-4.0,4691
2884,2007,12,MQ,8.0,4.0,44559
2885,2007,12,NW,9.0,0.0,32144
2886,2007,12,OH,8.0,0.0,16384
2887,2007,12,OO,4.0,0.0,50345
2888,2007,12,UA,8.0,4.0,40008
2889,2007,12,US,-2.0,0.0,39203
2890,2007,12,WN,1.0,3.0,99422
2891,2007,12,XE,3.0,0.0,35880
2892,2007,12,YV,2.0,0.0,22673
2893,2008,1,9E,0.0,-1.0,22848
2894,2008,1,AA,2.0,0.0,52410
2895,2008,1,AQ,-4.0,-4.0,4028
2896,2008,1,AS,-1.0,-2.0,12729
2897,2008,1,B6,-4.0,-3.0,16447
2898,2008,1,CO,1.0,-1.0,25177
2899,2008,1,DL,-2.0,-2.0,38256
2900,2008,1,EV,-1.0,0.0,23115
2901,2008,1,F9,2.0,0.0,7692
2902,2008,1,FL,0.0,-3.0,20519
2903,2008,1,HA,-4.0,-5.0,4679
2904,2008,1,MQ,0.0,-1.0,43454
2905,2008,1,NW,2.0,-2.0,30908
2906,2008,1,OH,0.0,0.0,18644
2907,2008,1,OO,2.0,-2.0,48992
2908,2008,1,UA,4.0,1.0,38026
2909,2008,1,US,-5.0,-2.0,39226
2910,2008,1,WN,-1.0,1.0,101396
2911,2008,1,XE,-1.0,-1.0,35058
2912,2008,1,YV,0.0,0.0,22161
2913,2008,2,9E,2.0,-1.0,21008
2914,2008,2,AA,5.0,0.0,48618
2915,2008,2,AQ,-4.0,-4.0,3772
2916,2008,2,AS,-3.0,-2.0,11882
2917,2008,2,B6,0.0,-1.0,15984
2918,2008,2,CO,2.0,2.0,24326
2919,2008,2,DL,-1.0,-1.0,36275
2920,2008,2,EV,1.0,0.0,22095
2921,2008,2,F9,2.0,1.0,7126
2922,2008,2,FL,5.0,0.0,20340
2923,2008,2,HA,-3.0,-4.0,4390
2924,2008,2,MQ,3.0,0.0,40221
2925,2008,2,NW,5.0,-1.0,29102
2926,2008,2,OH,4.0,0.0,17081
2927,2008,2,OO,0.0,-2.0,46140
2928,2008,2,UA,2.0,0.0,36764
2929,2008,2,US,-4.0,-2.0,36815
2930,2008,2,WN,0.0,2.0,94484
2931,2008,2,XE,1.0,-1.0,32098
2932,2008,2,YV,0.0,0.0,20715
2933,2008,3,9E,-3.0,-2.0,22534
2934,2008,3,AA,4.0,0.0,52021
2935,2008,3,AS,-2.0,-2.0,12757
2936,2008,3,B6,-1.0,-2.0,17906
2937,2008,3,CO,3.0,3.0,27216
2938,2008,3,DL,1.0,-1.0,39829
2939,2008,3,EV,1.0,0.0,24014
2940,2008,3,F9,4.0,2.0,7953
2941,2008,3,FL,2.0,-1.0,23351
2942,2008,3,HA,-4.0,-4.0,4705
2943,2008,3,MQ,0.0,-1.0,42159
2944,2008,3,NW,2.0,-2.0,31833
2945,2008,3,OH,3.0,0.0,18699
2946,2008,3,OO,-2.0,-2.0,51318
2947,2008,3,UA,-1.0,-1.0,40449
2948,2008,3,US,-5.0,-2.0,39403
2949,2008,3,WN,1.0,3.0,102314
2950,2008,3,XE,0.0,-1.0,36623
2951,2008,3,YV,-2.0,-1.0,21006
2952,2008,4,9E,-5.0,-3.0,21969
2953,2008,4,AA,2.0,-1.0,51470
2954,2008,4,AS,-4.0,-3.0,12517
2955,2008,4,B6,-5.0,-3.0,17141
2956,2008,4,CO,0.0,1.0,25983
2957,2008,4,DL,0.0,-2.0,37049
2958,2008,4,EV,-2.0,-2.0,23159
2959,2008,4,F9,-1.0,-1.0,7909
2960,2008,4,FL,-3.0,-3.0,22646
2961,2008,4,HA,-3.0,-3.0,4611
2962,2008,4,MQ,-1.0,-2.0,42026
2963,2008,4,NW,1.0,-3.0,30956
2964,2008,4,OH,0.0,0.0,17510
2965,2008,4,OO,-4.0,-3.0,48734
2966,2008,4,UA,-1.0,-1.0,38797
2967,2008,4,US,-5.0,-3.0,38095
2968,2008,4,WN,-2.0,0.0,100772
2969,2008,4,XE,-1.0,-2.0,34978
2970,2008,4,YV,0.0,-1.0,21804
2971,2008,5,9E,-7.0,-3.0,22212
2972,2008,5,AA,3.0,0.0,53250
2973,2008,5,AS,-4.0,-2.0,13137
2974,2008,5,B6,-4.0,-3.0,16169
2975,2008,5,CO,0.0,0.0,26238
2976,2008,5,DL,-3.0,-2.0,36349
2977,2008,5,EV,-4.0,-3.0,23232
2978,2008,5,F9,2.0,0.0,8581
2979,2008,5,FL,-4.0,-3.0,23386
2980,2008,5,HA,-2.0,-3.0,4688
2981,2008,5,MQ,-3.0,-2.0,43348
2982,2008,5,NW,0.0,-3.0,31756
2983,2008,5,OH,-1.0,0.0,17082
2984,2008,5,OO,-4.0,-3.0,48632
2985,2008,5,UA,-1.0,-1.0,39864
2986,2008,5,US,-6.0,-3.0,38935
2987,2008,5,WN,-2.0,1.0,102591
2988,2008,5,XE,-1.0,-2.0,34660
2989,2008,5,YV,-1.0,-2.0,22183
2990,2008,6,9E,-5.0,-3.0,21506
2991,2008,6,AA,7.0,1.0,50842
2992,2008,6,AS,-2.0,-1.0,13390
2993,2008,6,B6,2.0,-1.0,16525
2994,2008,6,CO,3.0,2.0,26378
2995,2008,6,DL,1.0,-1.0,37844
2996,2008,6,EV,-3.0,-2.0,24876
2997,2008,6,F9,4.0,1.0,8600
2998,2008,6,FL,-1.0,-1.0,23311
2999,2008,6,HA,-3.0,-4.0,5301
3000,2008,6,MQ,1.0,0.0,43921
3001,2008,6,NW,3.0,-1.0,31821
3002,2008,6,OH,3.0,0.0,17328
3003,2008,6,OO,-2.0,-1.0,49636
3004,2008,6,UA,5.0,2.0,40237
3005,2008,6,US,-4.0,-2.0,38567
3006,2008,6,WN,-1.0,2.0,100890
3007,2008,6,XE,1.0,-1.0,35254
3008,2008,6,YV,1.0,0.0,22438
3009,2008,7,9E,-7.0,-3.0,21768
3010,2008,7,AA,1.0,0.0,52924
3011,2008,7,AS,-2.0,-2.0,14190
3012,2008,7,B6,0.0,-1.0,17460
3013,2008,7,CO,-2.0,1.0,27494
3014,2008,7,DL,1.0,0.0,39335
3015,2008,7,EV,-1.0,-1.0,26162
3016,2008,7,F9,-1.0,-1.0,9328
3017,2008,7,FL,-1.0,0.0,24061
3018,2008,7,HA,-2.0,-3.0,5632
3019,2008,7,MQ,-2.0,-2.0,45287
3020,2008,7,NW,-2.0,-3.0,32283
3021,2008,7,OH,3.0,0.0,18292
3022,2008,7,OO,-4.0,-2.0,49654
3023,2008,7,UA,0.0,0.0,41381
3024,2008,7,US,-5.0,-2.0,39809
3025,2008,7,WN,-4.0,0.0,103649
3026,2008,7,XE,-2.0,-2.0,36582
3027,2008,7,YV,0.0,0.0,22640
3028,2008,8,9E,-9.0,-4.0,21456
3029,2008,8,AA,0.0,0.0,53186
3030,2008,8,AS,-2.0,-1.0,13765
3031,2008,8,B6,1.0,0.0,17482
3032,2008,8,CO,-1.0,1.0,27088
3033,2008,8,DL,-1.0,-1.0,38173
3034,2008,8,EV,-4.0,-2.0,25286
3035,2008,8,F9,-2.0,-1.0,9011
3036,2008,8,FL,-3.0,-2.0,23534
3037,2008,8,HA,-3.0,-4.0,5597
3038,2008,8,MQ,-3.0,-2.0,43704
3039,2008,8,NW,-5.0,-3.0,29572
3040,2008,8,OH,2.0,0.0,17567
3041,2008,8,OO,-5.0,-3.0,49784
3042,2008,8,UA,-2.0,-1.0,40325
3043,2008,8,US,-6.0,-2.0,38293
3044,2008,8,WN,-4.0,0.0,101797
3045,2008,8,XE,-1.0,-1.0,35136
3046,2008,8,YV,-1.0,-1.0,21523
3047,2008,9,9E,-9.0,-4.0,20854
3048,2008,9,AA,-4.0,-2.0,48215
3049,2008,9,AS,-7.0,-3.0,12082
3050,2008,9,B6,-7.0,-4.0,14078
3051,2008,9,CO,-6.0,-2.0,21514
3052,2008,9,DL,-3.0,-2.0,36304
3053,2008,9,EV,-5.0,-3.0,20869
3054,2008,9,F9,-5.0,-4.0,7521
3055,2008,9,FL,-5.0,-4.0,19152
3056,2008,9,HA,-4.0,-4.0,4892
3057,2008,9,MQ,-6.0,-3.0,39471
3058,2008,9,NW,-8.0,-4.0,25183
3059,2008,9,OH,-2.0,0.0,15423
3060,2008,9,OO,-6.0,-4.0,44047
3061,2008,9,UA,-4.0,-2.0,34508
3062,2008,9,US,-6.0,-3.0,35739
3063,2008,9,WN,-6.0,-1.0,98130
3064,2008,9,XE,-7.0,-4.0,23151
3065,2008,9,YV,-1.0,-2.0,19775
3066,2008,10,9E,-9.0,-4.0,22216
3067,2008,10,AA,-4.0,-2.0,49788
3068,2008,10,AS,-5.0,-3.0,12294
3069,2008,10,B6,-7.0,-4.0,14547
3070,2008,10,CO,-3.0,0.0,22778
3071,2008,10,DL,-2.0,-2.0,38645
3072,2008,10,EV,-3.0,-3.0,21428
3073,2008,10,F9,-4.0,-3.0,7569
3074,2008,10,FL,-3.0,-3.0,20544
3075,2008,10,HA,-3.0,-3.0,5435
3076,2008,10,MQ,-6.0,-3.0,38170
3077,2008,10,NW,-7.0,-4.0,25560
3078,2008,10,OH,-5.0,0.0,13547
3079,2008,10,OO,-5.0,-4.0,44695
3080,2008,10,UA,-8.0,-2.0,35481
3081,2008,10,US,-6.0,-4.0,36982
3082,2008,10,WN,-5.0,0.0,101756
3083,2008,10,XE,-5.0,-3.0,24095
3084,2008,10,YV,-2.0,-2.0,20675
3085,2008,11,9E,-5.0,-4.0,21371
3086,2008,11,AA,-7.0,-3.0,44832
3087,2008,11,AS,-3.0,-2.0,11029
3088,2008,11,B6,-7.0,-4.0,15645
3089,2008,11,CO,-2.0,0.0,21572
3090,2008,11,DL,0.0,-2.0,36939
3091,2008,11,EV,-1.0,-3.0,22865
3092,2008,11,F9,-3.0,-2.0,7106
3093,2008,11,FL,-1.0,-3.0,20212
3094,2008,11,HA,-3.0,-4.0,5783
3095,2008,11,MQ,-5.0,-2.0,33908
3096,2008,11,NW,-6.0,-3.0,24043
3097,2008,11,OH,-2.0,0.0,12723
3098,2008,11,OO,-5.0,-3.0,41287
3099,2008,11,UA,-9.0,-3.0,31040
3100,2008,11,US,-4.0,-4.0,35091
3101,2008,11,WN,-6.0,-1.0,96144
3102,2008,11,XE,-6.0,-3.0,22285
3103,2008,11,YV,-3.0,-3.0,19397
3104,2008,12,9E,3.0,-1.0,22466
3105,2008,12,AA,-1.0,0.0,47329
3106,2008,12,AS,6.0,3.0,11330
3107,2008,12,B6,2.0,0.0,16707
3108,2008,12,CO,5.0,4.0,22691
3109,2008,12,DL,4.0,0.0,36933
3110,2008,12,EV,5.0,0.0,23474
3111,2008,12,F9,8.0,5.0,7366
3112,2008,12,FL,4.0,0.0,20628
3113,2008,12,HA,-1.0,-2.0,6113
3114,2008,12,MQ,4.0,1.0,35024
3115,2008,12,NW,4.0,0.0,24635
3116,2008,12,OH,8.0,0.0,13711
3117,2008,12,OO,3.0,0.0,44240
3118,2008,12,UA,-1.0,0.0,32643
3119,2008,12,US,0.0,-1.0,36634
3120,2008,12,WN,1.0,4.0,97831
3121,2008,12,XE,1.0,0.0,24590
3122,2008,12,YV,2.0,0.0,20613
3123,2006,1,AA,-2.0,-2.0,54607
3124,2006,1,AS,1.0,-1.0,12903
3125,2006,1,B6,1.0,0.0,11045
3126,2006,1,CO,-1.0,-1.0,24521
3127,2006,1,DL,-2.0,-1.0,44778
3128,2006,1,EV,-2.0,0.0,22267
3129,2006,1,F9,-2.0,-2.0,6892
3130,2006,1,FL,-3.0,-2.0,18465
3131,2006,1,HA,-5.0,-4.0,4140
3132,2006,1,MQ,-3.0,-2.0,44997
3133,2006,1,NW,-2.0,-2.0,33772
3134,2006,1,OH,-3.0,0.0,23951
3135,2006,1,OO,-2.0,-2.0,43113
3136,2006,1,TZ,-2.0,-2.0,1945
3137,2006,1,UA,-2.0,-1.0,40336
3138,2006,1,US,-4.0,-1.0,44544
3139,2006,1,WN,-4.0,0.0,90345
3140,2006,1,XE,-3.0,-3.0,33534
3141,2006,1,YV,-2.0,0.0,25132
3142,2006,2,AA,-1.0,-1.0,49934
3143,2006,2,AS,1.0,-1.0,11649
3144,2006,2,B6,4.0,2.0,10655
3145,2006,2,CO,2.0,-1.0,22910
3146,2006,2,DL,-1.0,-1.0,40282
3147,2006,2,EV,0.0,0.0,21017
3148,2006,2,F9,3.0,1.0,6261
3149,2006,2,FL,0.0,0.0,17052
3150,2006,2,HA,-4.0,-3.0,3744
3151,2006,2,MQ,-1.0,-2.0,40682
3152,2006,2,NW,-1.0,-2.0,31624
3153,2006,2,OH,-4.0,0.0,20589
3154,2006,2,OO,-1.0,-1.0,40457
3155,2006,2,TZ,3.0,-0.5,1577
3156,2006,2,UA,-2.0,-1.0,37729
3157,2006,2,US,-2.0,-1.0,39234
3158,2006,2,WN,-2.0,0.0,82175
3159,2006,2,XE,0.0,-2.0,31239
3160,2006,2,YV,-3.0,0.0,22437
3161,2006,3,AA,0.0,-1.0,55904
3162,2006,3,AS,1.0,-1.0,13072
3163,2006,3,B6,-1.0,-1.0,12383
3164,2006,3,CO,3.0,-1.0,27531
3165,2006,3,DL,-2.0,-1.0,45718
3166,2006,3,EV,0.0,0.0,23983
3167,2006,3,F9,5.0,3.0,7016
3168,2006,3,FL,-2.0,-1.0,19516
3169,2006,3,HA,-2.0,-3.0,4145
3170,2006,3,MQ,-1.0,-1.0,45177
3171,2006,3,NW,-2.0,-2.0,36904
3172,2006,3,OH,-4.0,0.0,23208
3173,2006,3,OO,1.0,0.0,46337
3174,2006,3,TZ,3.0,0.0,1750
3175,2006,3,UA,1.0,0.0,42644
3176,2006,3,US,-2.0,-1.0,44295
3177,2006,3,WN,-1.0,0.0,92111
3178,2006,3,XE,1.0,-2.0,38038
3179,2006,3,YV,-3.0,0.0,25485
3180,2006,4,AA,-1.0,-1.0,53496
3181,2006,4,AQ,0.0,-2.0,3530
3182,2006,4,AS,0.0,-2.0,12725
3183,2006,4,B6,-3.0,-2.0,12537
3184,2006,4,CO,2.0,0.0,25747
3185,2006,4,DL,-4.0,-2.0,42835
3186,2006,4,EV,-1.0,0.0,22760
3187,2006,4,F9,-1.0,-1.0,6882
3188,2006,4,FL,-4.0,-1.0,19071
3189,2006,4,HA,-4.0,-4.0,4016
3190,2006,4,MQ,0.0,-1.0,45721
3191,2006,4,NW,-2.0,-3.0,35242
3192,2006,4,OH,-4.0,0.0,22785
3193,2006,4,OO,-3.0,-2.0,44441
3194,2006,4,TZ,7.0,0.0,1632
3195,2006,4,UA,-2.0,-1.0,40872
3196,2006,4,US,-1.0,-1.0,41951
3197,2006,4,WN,0.0,0.0,88881
3198,2006,4,XE,-1.0,-2.0,35836
3199,2006,4,YV,-3.0,0.0,24391
3200,2006,5,AA,-1.0,-1.0,55304
3201,2006,5,AQ,-2.0,-3.0,3653
3202,2006,5,AS,-3.0,-3.0,13516
3203,2006,5,B6,-4.0,-2.0,12037
3204,2006,5,CO,1.0,-1.0,25950
3205,2006,5,DL,-3.0,-2.0,41827
3206,2006,5,EV,-1.0,0.0,23810
3207,2006,5,F9,1.0,0.0,7696
3208,2006,5,FL,-4.0,-1.0,19890
3209,2006,5,HA,-4.0,-4.0,4131
3210,2006,5,MQ,1.0,0.0,47566
3211,2006,5,NW,-2.0,-3.0,36553
3212,2006,5,OH,-3.0,0.0,23411
3213,2006,5,OO,-3.0,-2.0,46400
3214,2006,5,TZ,5.0,0.0,1541
3215,2006,5,UA,0.0,-1.0,42714
3216,2006,5,US,-2.0,-1.0,42537
3217,2006,5,WN,-1.0,0.0,92145
3218,2006,5,XE,-1.0,-2.0,37560
3219,2006,5,YV,-2.0,0.0,24678
3220,2006,6,AA,-1.0,-1.0,53595
3221,2006,6,AQ,-1.0,-2.0,3868
3222,2006,6,AS,2.0,0.0,14003
3223,2006,6,B6,0.0,-1.0,12182
3224,2006,6,CO,3.0,0.0,26232
3225,2006,6,DL,-1.0,0.0,41983
3226,2006,6,EV,4.0,4.0,22648
3227,2006,6,F9,1.0,1.0,7664
3228,2006,6,FL,0.0,1.0,20113
3229,2006,6,HA,-3.0,-4.0,4419
3230,2006,6,MQ,1.0,0.0,46443
3231,2006,6,NW,-1.0,-2.0,35797
3232,2006,6,OH,1.0,0.0,23705
3233,2006,6,OO,-1.0,-1.0,46290
3234,2006,6,TZ,6.0,0.0,1564
3235,2006,6,UA,0.0,0.0,42223
3236,2006,6,US,1.0,1.0,40981
3237,2006,6,WN,0.0,2.0,90766
3238,2006,6,XE,2.0,-1.0,38531
3239,2006,6,YV,0.0,0.0,25308
3240,2006,7,AA,-2.0,-1.0,54842
3241,2006,7,AQ,-3.0,-3.0,4607
3242,2006,7,AS,3.0,0.0,14683
3243,2006,7,B6,-1.0,-1.0,13836
3244,2006,7,CO,2.0,0.0,26812
3245,2006,7,DL,-1.0,-1.0,42809
3246,2006,7,EV,8.0,5.0,24342
3247,2006,7,F9,0.0,0.0,8278
3248,2006,7,FL,-1.0,0.0,21077
3249,2006,7,HA,-3.0,-4.0,4778
3250,2006,7,MQ,0.0,-1.0,47779
3251,2006,7,NW,-2.0,-2.0,37208
3252,2006,7,OH,2.0,0.0,25190
3253,2006,7,OO,-1.0,-1.0,47690
3254,2006,7,TZ,4.0,0.0,1600
3255,2006,7,UA,-2.0,-1.0,43350
3256,2006,7,US,1.0,1.0,42070
3257,2006,7,WN,-1.0,2.0,93583
3258,2006,7,XE,1.0,-1.0,39468
3259,2006,7,YV,0.0,0.0,27242
3260,2006,8,AA,-2.0,-1.0,55351
3261,2006,8,AQ,-5.0,-5.0,4345
3262,2006,8,AS,4.0,0.0,14752
3263,2006,8,B6,-3.0,-1.0,14258
3264,2006,8,CO,-1.0,-1.0,26804
3265,2006,8,DL,-2.0,-1.0,43207
3266,2006,8,EV,7.0,3.0,24156
3267,2006,8,F9,-1.0,-1.0,8387
3268,2006,8,FL,-1.0,0.0,20953
3269,2006,8,HA,-4.0,-4.0,4762
3270,2006,8,MQ,-1.0,-1.0,48096
3271,2006,8,NW,0.0,-2.0,37883
3272,2006,8,OH,0.0,0.0,25491
3273,2006,8,OO,-1.0,-2.0,48444
3274,2006,8,TZ,4.0,0.0,1673
3275,2006,8,UA,-2.0,-1.0,44062
3276,2006,8,US,0.0,0.0,42566
3277,2006,8,WN,-3.0,1.0,95894
3278,2006,8,XE,-2.0,-2.0,39845
3279,2006,8,YV,-1.0,0.0,27803
3280,2006,9,AA,-2.0,-2.0,51661
3281,2006,9,AQ,-6.0,-5.0,3784
3282,2006,9,AS,-2.0,-2.0,13308
3283,2006,9,B6,-3.0,-3.0,13069
3284,2006,9,CO,-3.0,-2.0,23852
3285,2006,9,DL,2.0,-1.0,39867
3286,2006,9,EV,8.0,4.0,21976
3287,2006,9,F9,-3.0,-3.0,7936
