Date	Price	Dividend	Earnings	CPI	DateFraction	GS10	RealPrice	RealDividend	RealEarnings	CAPE
1926.1	13.02	0.68	1.24	17.6	1926.79	3.43	184.93	9.59	17.64	12.43
1926.11	13.19	0.68	1.24	17.7	1926.87	3.4	186.28	9.64	17.53	12.62
1926.12	13.49	0.69	1.24	17.7	1926.96	3.37	190.52	9.74	17.51	13.01
1927.01	13.4	0.7	1.23	17.5	1927.04	3.34	191.41	9.95	17.56	13.19
1927.02	13.66	0.7	1.22	17.4	1927.12	3.34	196.25	10.1	17.5	13.63
1927.03	13.87	0.71	1.21	17.3	1927.21	3.34	200.41	10.26	17.45	14.03
1927.04	14.21	0.72	1.2	17.3	1927.29	3.34	205.33	10.36	17.3	14.49
1927.05	14.7	0.72	1.19	17.4	1927.37	3.34	211.19	10.39	17.04	15
1927.06	14.89	0.73	1.18	17.6	1927.46	3.34	211.49	10.37	16.69	15.12
1927.07	15.22	0.74	1.16	17.3	1927.54	3.34	219.92	10.64	16.82	15.82
1927.08	16.03	0.74	1.15	17.2	1927.62	3.33	232.97	10.8	16.76	16.86
1927.09	16.94	0.75	1.14	17.3	1927.71	3.33	244.77	10.84	16.52	17.82
1927.1	16.68	0.76	1.13	17.4	1927.79	3.33	239.63	10.87	16.26	17.54
1927.11	17.06	0.76	1.12	17.3	1927.87	3.33	246.51	11.03	16.2	18.13
1927.12	17.46	0.77	1.11	17.3	1927.96	3.33	252.29	11.13	16.04	18.65
1928.01	17.53	0.78	1.13	17.3	1928.04	3.33	253.3	11.22	16.37	18.81
1928.02	17.32	0.78	1.16	17.1	1928.12	3.35	253.19	11.45	16.88	18.87
1928.03	18.25	0.79	1.18	17.1	1928.21	3.38	266.79	11.55	17.21	19.94
1928.04	19.4	0.8	1.2	17.1	1928.29	3.4	283.6	11.65	17.54	21.26
1928.05	20	0.8	1.22	17.2	1928.37	3.42	290.67	11.67	17.76	21.83
1928.06	19.02	0.81	1.25	17.1	1928.46	3.44	278.04	11.84	18.2	20.91
1928.07	19.16	0.82	1.27	17.1	1928.54	3.47	280.09	11.94	18.54	21.08
1928.08	19.78	0.82	1.29	17.1	1928.62	3.49	289.15	12.04	18.86	21.76
1928.09	21.17	0.83	1.31	17.3	1928.71	3.51	305.9	11.99	18.96	23
1928.1	21.6	0.84	1.34	17.2	1928.79	3.53	313.92	12.16	19.4	23.58
1928.11	23.06	0.84	1.36	17.2	1928.87	3.56	335.14	12.26	19.72	25.12
1928.12	23.15	0.85	1.38	17.1	1928.96	3.58	338.42	12.43	20.17	25.3
1929.01	24.86	0.86	1.4	17.1	1929.04	3.6	363.42	12.57	20.45	27.08
1929.02	24.99	0.87	1.42	17.1	1929.12	3.57	365.32	12.72	20.73	27.13
1929.03	25.43	0.88	1.44	17	1929.21	3.55	373.94	12.94	21.15	27.68
1929.04	25.28	0.89	1.46	16.9	1929.29	3.52	373.93	13.16	21.55	27.57
1929.05	25.66	0.9	1.48	17	1929.37	3.5	377.32	13.23	21.7	27.7
1929.06	26.15	0.91	1.5	17.1	1929.46	3.47	382.27	13.3	21.85	27.94
1929.07	28.48	0.92	1.51	17.3	1929.54	3.45	411.52	13.29	21.88	29.93
1929.08	30.1	0.93	1.53	17.3	1929.62	3.42	434.93	13.44	22.15	31.48
1929.09	31.3	0.94	1.55	17.3	1929.71	3.39	452.27	13.58	22.43	32.56
1929.1	27.99	0.95	1.57	17.3	1929.79	3.37	404.44	13.73	22.71	28.96
1929.11	20.58	0.96	1.59	17.3	1929.87	3.34	297.37	13.87	22.99	21.17
1929.12	21.4	0.97	1.61	17.2	1929.96	3.32	311.02	14.1	23.4	22.01
1930.01	21.71	0.97	1.56	17.1	1930.04	3.29	317.37	14.19	22.76	22.31
1930.02	23.07	0.97	1.5	17	1930.12	3.29	339.23	14.29	22.1	23.7
1930.03	23.94	0.97	1.45	16.9	1930.21	3.3	354.11	14.38	21.45	24.59
1930.04	25.46	0.97	1.4	17	1930.29	3.3	374.38	14.31	20.54	25.84
1930.05	23.94	0.97	1.34	16.9	1930.37	3.31	354.11	14.41	19.86	24.31
1930.06	21.52	0.98	1.29	16.8	1930.46	3.31	320.21	14.51	19.19	21.87
1930.07	21.06	0.98	1.24	16.6	1930.54	3.32	317.14	14.69	18.63	21.55
1930.08	20.79	0.98	1.18	16.5	1930.62	3.32	314.97	14.8	17.92	21.3
1930.09	20.78	0.98	1.13	16.6	1930.71	3.32	312.92	14.72	17.02	21.07
1930.1	17.92	0.98	1.08	16.5	1930.79	3.33	271.49	14.82	16.32	18.21
1930.11	16.62	0.98	1.02	16.4	1930.87	3.33	253.33	14.93	15.59	16.94
1930.12	15.51	0.98	0.97	16.1	1930.96	3.34	240.82	15.22	15.06	16.06
1931.01	15.98	0.97	0.94	15.9	1931.04	3.34	251.23	15.2	14.78	16.71
1931.02	17.2	0.95	0.91	15.7	1931.12	3.37	273.86	15.18	14.49	18.16
1931.03	17.53	0.94	0.88	15.6	1931.21	3.4	280.9	15.06	14.1	18.58
1931.04	15.86	0.93	0.85	15.5	1931.29	3.43	255.78	14.95	13.71	16.87
1931.05	14.33	0.91	0.82	15.3	1931.37	3.45	234.13	14.92	13.4	15.4
1931.06	13.87	0.9	0.79	15.1	1931.46	3.48	229.61	14.9	13.08	15.06
1931.07	14.33	0.89	0.76	15.1	1931.54	3.51	237.23	14.68	12.58	15.52
1931.08	13.9	0.87	0.73	15.1	1931.62	3.54	230.11	14.46	12.08	15.01
1931.09	11.83	0.86	0.7	15	1931.71	3.57	197.15	14.33	11.67	12.82
1931.1	10.25	0.85	0.67	14.9	1931.79	3.6	171.96	14.21	11.24	11.15
1931.11	10.39	0.83	0.64	14.7	1931.87	3.62	176.68	14.17	10.88	11.42
1931.12	8.44	0.82	0.61	14.6	1931.96	3.65	144.51	14.04	10.44	9.31
1932.01	8.3	0.79	0.59	14.3	1932.04	3.68	145.09	13.87	10.37	9.31
1932.02	8.23	0.77	0.58	14.1	1932.12	3.65	145.91	13.59	10.22	9.34
1932.03	8.26	0.74	0.56	14	1932.21	3.62	147.49	13.21	10	9.41
1932.04	6.28	0.71	0.54	13.9	1932.29	3.59	112.94	12.83	9.77	7.19
1932.05	5.51	0.69	0.53	13.7	1932.37	3.56	100.54	12.53	9.61	6.39
1932.06	4.77	0.66	0.51	13.6	1932.46	3.53	87.68	12.13	9.37	5.57
1932.07	5.01	0.63	0.49	13.6	1932.54	3.5	92.09	11.64	9.07	5.84
1932.08	7.53	0.61	0.48	13.5	1932.62	3.46	139.43	11.23	8.83	8.83
1932.09	8.26	0.58	0.46	13.4	1932.71	3.43	154.09	10.82	8.58	9.76
1932.1	7.12	0.55	0.44	13.3	1932.79	3.4	133.82	10.4	8.33	8.48
1932.11	7.05	0.53	0.43	13.2	1932.87	3.37	133.51	9.97	8.08	8.46
1932.12	6.82	0.5	0.41	13.1	1932.96	3.34	130.14	9.54	7.82	8.26
1933.01	7.09	0.5	0.41	12.9	1933.04	3.31	137.39	9.59	7.99	8.73
1933.02	6.25	0.49	0.42	12.7	1933.12	3.29	123.02	9.64	8.17	7.83
1933.03	6.23	0.49	0.42	12.6	1933.21	3.28	123.6	9.62	8.28	7.87
1933.04	6.89	0.48	0.42	12.6	1933.29	3.26	136.69	9.52	8.33	8.72
1933.05	8.87	0.48	0.42	12.6	1933.37	3.25	175.98	9.42	8.38	11.25
1933.06	10.39	0.47	0.43	12.7	1933.46	3.23	204.51	9.25	8.37	13.1
1933.07	11.23	0.47	0.43	13.1	1933.54	3.22	214.29	8.87	8.16	13.75
1933.08	10.67	0.46	0.43	13.2	1933.62	3.2	202.06	8.71	8.14	13
1933.09	10.58	0.46	0.43	13.2	1933.71	3.18	200.36	8.62	8.19	12.92
1933.1	9.55	0.45	0.44	13.2	1933.79	3.17	180.85	8.52	8.24	11.7
1933.11	9.78	0.45	0.44	13.2	1933.87	3.15	185.21	8.43	8.29	12.01
1933.12	9.97	0.44	0.44	13.2	1933.96	3.14	188.81	8.33	8.33	12.28
1934.01	10.54	0.44	0.44	13.2	1934.04	3.12	199.6	8.35	8.41	13.03
1934.02	11.32	0.44	0.45	13.3	1934.12	3.09	212.76	8.3	8.43	13.93
1934.03	10.74	0.44	0.45	13.3	1934.21	3.07	201.86	8.32	8.5	13.25
1934.04	10.92	0.44	0.46	13.3	1934.29	3.04	205.24	8.33	8.58	13.52
1934.05	9.81	0.44	0.46	13.3	1934.37	3.01	184.38	8.35	8.66	12.18
1934.06	9.94	0.45	0.47	13.4	1934.46	2.98	185.43	8.3	8.67	12.29
1934.07	9.47	0.45	0.47	13.4	1934.54	2.96	176.66	8.32	8.75	11.74
1934.08	9.1	0.45	0.47	13.4	1934.62	2.93	169.76	8.33	8.83	11.32
1934.09	8.88	0.45	0.48	13.6	1934.71	2.9	163.22	8.23	8.78	10.91
1934.1	8.95	0.45	0.48	13.5	1934.79	2.87	165.72	8.3	8.92	11.11
1934.11	9.2	0.45	0.49	13.5	1934.87	2.85	170.35	8.32	9	11.45
1934.12	9.26	0.45	0.49	13.4	1934.96	2.82	172.74	8.39	9.14	11.64
1935.01	9.26	0.45	0.57	13.6	1935.04	2.79	170.2	8.27	10.48	11.5
1935.02	8.98	0.45	0.65	13.7	1935.12	2.78	163.85	8.21	11.86	11.09
1935.03	8.41	0.45	0.73	13.7	1935.21	2.77	153.45	8.21	13.32	10.4
1935.04	9.04	0.45	0.76	13.8	1935.29	2.76	163.75	8.09	13.71	11.1
1935.05	9.75	0.44	0.78	13.8	1935.37	2.74	176.61	8.03	14.19	11.99
1935.06	10.12	0.44	0.81	13.7	1935.46	2.73	184.65	8.03	14.78	12.54
1935.07	10.65	0.44	0.79	13.7	1935.54	2.72	194.32	8.03	14.48	13.2
1935.08	11.37	0.44	0.78	13.7	1935.62	2.71	207.46	8.03	14.17	14.11
1935.09	11.61	0.44	0.76	13.7	1935.71	2.7	211.84	8.03	13.87	14.42
1935.1	11.92	0.45	0.76	13.7	1935.79	2.69	217.5	8.21	13.87	14.83
1935.11	13.04	0.46	0.76	13.8	1935.87	2.67	236.21	8.33	13.77	16.13
1935.12	13.04	0.47	0.76	13.8	1935.96	2.66	236.21	8.51	13.77	16.16
1936.01	13.76	0.48	0.77	13.8	1936.04	2.65	249.25	8.69	13.95	17.09
1936.02	14.55	0.49	0.78	13.8	1936.12	2.65	263.56	8.88	14.13	18.1
1936.03	14.86	0.5	0.79	13.7	1936.21	2.66	271.14	9.12	14.41	18.66
1936.04	14.88	0.52	0.82	13.7	1936.29	2.66	271.51	9.43	14.96	18.72
1936.05	14.09	0.53	0.85	13.7	1936.37	2.66	257.09	9.73	15.51	17.75
1936.06	14.69	0.55	0.88	13.8	1936.46	2.66	266.1	9.96	15.94	18.39
1936.07	15.56	0.57	0.9	13.9	1936.54	2.67	279.83	10.25	16.19	19.36
1936.08	15.87	0.59	0.92	14	1936.62	2.67	283.37	10.53	16.43	19.62
1936.09	16.05	0.61	0.94	14	1936.71	2.67	286.58	10.89	16.78	19.86
1936.1	16.89	0.65	0.97	14	1936.79	2.67	301.58	11.55	17.26	20.91
1936.11	17.36	0.68	0.99	14	1936.87	2.68	309.97	12.2	17.74	21.5
1936.12	17.06	0.72	1.02	14	1936.96	2.68	304.61	12.86	18.21	21.13
1937.01	17.59	0.73	1.05	14.1	1937.04	2.68	311.85	12.94	18.62	21.62
1937.02	18.11	0.74	1.08	14.1	1937.12	2.67	321.07	13.12	19.15	22.24
1937.03	18.09	0.75	1.11	14.2	1937.21	2.66	318.46	13.2	19.54	22.04
1937.04	17.01	0.78	1.13	14.3	1937.29	2.65	297.35	13.64	19.75	20.56
1937.05	16.25	0.81	1.15	14.4	1937.37	2.64	282.09	14.06	19.96	19.47
1937.06	15.64	0.84	1.17	14.4	1937.46	2.63	271.5	14.58	20.31	18.71
1937.07	16.57	0.82	1.19	14.5	1937.54	2.62	285.66	14.08	20.46	19.65
1937.08	16.74	0.79	1.2	14.5	1937.62	2.61	288.59	13.68	20.75	19.81
1937.09	14.37	0.77	1.22	14.6	1937.71	2.6	246.04	13.18	20.89	16.85
1937.1	12.28	0.78	1.19	14.6	1937.79	2.59	210.25	13.35	20.37	14.36
1937.11	11.2	0.79	1.16	14.5	1937.87	2.58	193.09	13.62	20	13.16
1937.12	11.02	0.8	1.13	14.4	1937.96	2.57	191.3	13.89	19.62	13.01
1938.01	11.31	0.79	1.08	14.2	1938.04	2.56	199.1	13.97	18.95	13.51
1938.02	11.04	0.79	1.02	14.1	1938.12	2.54	195.73	13.95	18.14	13.26
1938.03	10.31	0.78	0.97	14.1	1938.21	2.53	182.78	13.83	17.2	12.38
1938.04	9.89	0.77	0.9	14.2	1938.29	2.51	174.1	13.5	15.9	11.79
1938.05	9.98	0.75	0.84	14.1	1938.37	2.49	176.93	13.36	14.83	11.99
1938.06	10.21	0.74	0.77	14.1	1938.46	2.48	181.01	13.12	13.65	12.29
1938.07	12.24	0.71	0.72	14.1	1938.54	2.46	217	12.65	12.76	14.77
1938.08	12.31	0.69	0.67	14.1	1938.62	2.44	218.24	12.17	11.88	14.9
1938.09	11.75	0.66	0.62	14.1	1938.71	2.43	208.31	11.7	10.99	14.28
1938.1	13.06	0.61	0.63	14	1938.79	2.41	233.19	10.89	11.19	16.06
1938.11	13.07	0.56	0.63	14	1938.87	2.39	233.37	10	11.31	16.15
1938.12	12.69	0.51	0.64	14	1938.96	2.38	226.59	9.11	11.43	15.76
1939.01	12.5	0.51	0.66	14	1939.04	2.36	223.19	9.17	11.84	15.6
1939.02	12.4	0.52	0.69	13.9	1939.12	2.35	223	9.29	12.35	15.66
1939.03	12.39	0.52	0.71	13.9	1939.21	2.34	222.82	9.35	12.77	15.73
1939.04	10.83	0.52	0.73	13.8	1939.29	2.32	196.18	9.48	13.16	13.92
1939.05	11.23	0.53	0.74	13.8	1939.37	2.31	203.42	9.54	13.46	14.5
1939.06	11.43	0.53	0.76	13.8	1939.46	2.3	207.05	9.6	13.77	14.83
1939.07	11.71	0.54	0.78	13.8	1939.54	2.29	212.12	9.78	14.07	15.27
1939.08	11.54	0.55	0.79	13.8	1939.62	2.27	209.04	9.96	14.37	15.12
1939.09	12.77	0.56	0.81	14.1	1939.71	2.26	226.4	9.93	14.36	16.45
1939.1	12.9	0.58	0.84	14	1939.79	2.25	230.34	10.36	15	16.82
1939.11	12.67	0.6	0.87	14	1939.87	2.24	226.23	10.71	15.53	16.6
1939.12	12.37	0.62	0.9	14	1939.96	2.22	220.87	11.07	16.07	16.28
1940.01	12.3	0.62	0.93	13.9	1940.04	2.21	221.2	11.21	16.73	16.38
1940.02	12.22	0.63	0.96	14	1940.12	2.19	218.19	11.19	17.14	16.22
1940.03	12.15	0.63	0.99	14	1940.21	2.17	216.94	11.25	17.68	16.17
1940.04	12.27	0.64	1.01	14	1940.29	2.15	219.09	11.37	17.97	16.37
1940.05	10.58	0.64	1.02	14	1940.37	2.12	188.91	11.49	18.27	14.14
1940.06	9.67	0.65	1.04	14.1	1940.46	2.1	171.44	11.52	18.44	12.84
1940.07	9.99	0.66	1.05	14	1940.54	2.08	178.38	11.73	18.81	13.37
1940.08	10.2	0.66	1.07	14	1940.62	2.06	182.13	11.84	19.05	13.65
1940.09	10.63	0.67	1.08	14	1940.71	2.04	189.8	11.96	19.28	14.21
1940.1	10.73	0.67	1.07	14	1940.79	2.02	191.59	11.96	19.11	14.33
1940.11	10.98	0.67	1.06	14	1940.87	1.99	196.05	11.96	18.93	14.64
1940.12	10.53	0.67	1.05	14.1	1940.96	1.97	186.68	11.88	18.62	13.91
1941.01	10.55	0.67	1.05	14.1	1941.04	1.95	187.04	11.94	18.67	13.9
1941.02	9.89	0.68	1.06	14.1	1941.12	1.99	175.34	12	18.73	13
1941.03	9.95	0.68	1.06	14.2	1941.21	2.04	175.16	11.97	18.66	12.96
1941.04	9.64	0.68	1.07	14.3	1941.29	2.08	168.52	11.95	18.7	12.43
1941.05	9.43	0.69	1.08	14.4	1941.37	2.12	163.7	11.92	18.75	12.04
1941.06	9.76	0.69	1.09	14.7	1941.46	2.16	165.97	11.73	18.54	12.16
1941.07	10.26	0.69	1.12	14.7	1941.54	2.21	174.47	11.79	19.1	12.74
1941.08	10.21	0.7	1.16	14.9	1941.62	2.25	171.29	11.69	19.41	12.46
1941.09	10.24	0.7	1.19	15.1	1941.71	2.29	169.52	11.59	19.7	12.28
1941.1	9.83	0.7	1.18	15.3	1941.79	2.33	160.61	11.49	19.28	11.58
1941.11	9.37	0.71	1.17	15.4	1941.87	2.38	152.1	11.47	18.99	10.91
1941.12	8.76	0.71	1.16	15.5	1941.96	2.42	141.28	11.45	18.71	10.09
1942.01	8.93	0.7	1.12	15.7	1942.04	2.46	142.18	11.2	17.83	10.1
1942.02	8.65	0.7	1.08	15.8	1942.12	2.46	136.85	11.02	17.09	9.68
1942.03	8.18	0.69	1.04	16	1942.21	2.46	127.8	10.78	16.25	9
1942.04	7.84	0.68	1.02	16.1	1942.29	2.46	121.73	10.56	15.84	8.54
1942.05	7.93	0.67	1	16.3	1942.37	2.46	121.61	10.28	15.34	8.51
1942.06	8.33	0.66	0.98	16.3	1942.46	2.46	127.75	10.12	15.03	8.91
1942.07	8.64	0.65	0.97	16.4	1942.54	2.47	131.69	9.86	14.73	9.15
1942.08	8.59	0.63	0.95	16.5	1942.62	2.47	130.14	9.6	14.44	9.01
1942.09	8.68	0.62	0.94	16.5	1942.71	2.47	131.5	9.39	14.24	9.08
1942.1	9.32	0.61	0.97	16.7	1942.79	2.47	139.51	9.13	14.52	9.6
1942.11	9.47	0.6	1	16.8	1942.87	2.47	140.91	8.93	14.88	9.66
1942.12	9.52	0.59	1.03	16.9	1942.96	2.47	140.82	8.73	15.24	9.62
1943.01	10.09	0.59	1.04	16.9	1943.04	2.47	149.25	8.73	15.43	10.15
1943.02	10.69	0.59	1.06	16.9	1943.12	2.47	158.12	8.73	15.63	10.71
1943.03	11.07	0.59	1.07	17.2	1943.21	2.47	160.89	8.57	15.55	10.85
1943.04	11.44	0.59	1.08	17.4	1943.29	2.47	164.35	8.48	15.52	11.04
1943.05	11.89	0.59	1.09	17.5	1943.37	2.47	169.84	8.43	15.57	11.36
1943.06	12.1	0.59	1.1	17.5	1943.46	2.47	172.84	8.43	15.71	11.52
1943.07	12.35	0.59	1.09	17.4	1943.54	2.48	177.43	8.52	15.71	11.77
1943.08	11.74	0.6	1.09	17.3	1943.62	2.48	169.64	8.62	15.7	11.21
1943.09	11.99	0.6	1.08	17.4	1943.71	2.48	172.25	8.62	15.52	11.34
1943.1	11.88	0.6	1.03	17.4	1943.79	2.48	170.67	8.67	14.85	11.19
1943.11	11.33	0.61	0.99	17.4	1943.87	2.48	162.77	8.72	14.17	10.63
1943.12	11.48	0.61	0.94	17.4	1943.96	2.48	164.93	8.76	13.5	10.74
1944.01	11.85	0.61	0.94	17.4	1944.04	2.48	170.24	8.81	13.46	11.05
1944.02	11.77	0.62	0.93	17.4	1944.12	2.47	169.09	8.86	13.41	10.95
1944.03	12.1	0.62	0.93	17.4	1944.21	2.46	173.83	8.91	13.36	11.22
1944.04	11.89	0.62	0.93	17.5	1944.29	2.45	169.84	8.9	13.24	10.94
1944.05	12.1	0.63	0.92	17.5	1944.37	2.44	172.84	8.95	13.19	11.1
1944.06	12.67	0.63	0.92	17.6	1944.46	2.43	179.95	8.95	13.07	11.53
1944.07	13	0.63	0.91	17.7	1944.54	2.43	183.6	8.94	12.9	11.74
1944.08	12.81	0.64	0.91	17.7	1944.62	2.42	180.92	8.99	12.8	11.54
1944.09	12.6	0.64	0.9	17.7	1944.71	2.41	177.95	9.04	12.71	11.33
1944.1	12.91	0.64	0.91	17.7	1944.79	2.4	182.33	9.04	12.85	11.58
1944.11	12.82	0.64	0.92	17.7	1944.87	2.39	181.06	9.04	12.99	11.48
1944.12	13.1	0.64	0.93	17.8	1944.96	2.38	183.97	8.99	13.06	11.64
1945.01	13.49	0.64	0.94	17.8	1945.04	2.37	189.45	9.03	13.2	11.96
1945.02	13.94	0.65	0.95	17.8	1945.12	2.36	195.77	9.08	13.34	12.34
1945.03	13.93	0.65	0.96	17.8	1945.21	2.34	195.63	9.13	13.48	12.32
1945.04	14.28	0.65	0.97	17.8	1945.29	2.33	200.54	9.13	13.67	12.63
1945.05	14.82	0.65	0.99	17.9	1945.37	2.31	206.96	9.08	13.78	13.04
1945.06	15.09	0.65	1	18.1	1945.46	2.3	208.41	8.98	13.81	13.13
1945.07	14.78	0.65	1	18.1	1945.54	2.28	204.12	9.02	13.76	12.87
1945.08	14.83	0.66	0.99	18.1	1945.62	2.27	204.81	9.07	13.72	12.92
1945.09	15.84	0.66	0.99	18.1	1945.71	2.25	218.76	9.12	13.67	13.8
1945.1	16.5	0.66	0.98	18.1	1945.79	2.24	227.88	9.12	13.53	14.37
1945.11	17.04	0.66	0.97	18.1	1945.87	2.22	235.34	9.12	13.4	14.85
1945.12	17.33	0.66	0.96	18.2	1945.96	2.21	238.03	9.07	13.19	15.02
1946.01	18.02	0.67	0.94	18.2	1946.04	2.19	247.5	9.16	12.91	15.62
1946.02	18.07	0.67	0.92	18.1	1946.12	2.2	249.56	9.3	12.71	15.76
1946.03	17.53	0.68	0.9	18.3	1946.21	2.2	239.46	9.29	12.29	15.13
1946.04	18.66	0.68	0.88	18.4	1946.29	2.21	253.51	9.24	11.96	16.04
1946.05	18.7	0.68	0.86	18.5	1946.37	2.21	252.68	9.19	11.62	16.01
1946.06	18.58	0.68	0.84	18.7	1946.46	2.22	248.37	9.09	11.23	15.77
1946.07	18.05	0.68	0.86	19.8	1946.54	2.22	227.88	8.63	10.82	14.51
1946.08	17.7	0.69	0.87	20.2	1946.62	2.23	219.04	8.5	10.81	13.98
1946.09	15.09	0.69	0.89	20.4	1946.71	2.23	184.91	8.46	10.91	11.84
1946.1	14.75	0.7	0.95	20.8	1946.79	2.24	177.27	8.37	11.38	11.39
1946.11	14.69	0.7	1	21.3	1946.87	2.24	172.4	8.25	11.78	11.11
1946.12	15.13	0.71	1.06	21.5	1946.96	2.25	175.91	8.26	12.32	11.37
1947.01	15.21	0.71	1.13	21.5	1947.04	2.25	176.84	8.29	13.14	11.47
1947.02	15.8	0.72	1.2	21.5	1947.12	2.27	183.7	8.33	13.95	11.95
1947.03	15.16	0.72	1.27	21.9	1947.21	2.28	173.04	8.22	14.5	11.29
1947.04	14.6	0.73	1.33	21.9	1947.29	2.3	166.65	8.37	15.14	10.9
1947.05	14.34	0.75	1.38	21.9	1947.37	2.31	163.68	8.52	15.79	10.73
1947.06	14.84	0.76	1.44	22	1947.46	2.33	168.62	8.64	16.36	11.08
1947.07	15.77	0.77	1.48	22.2	1947.54	2.35	177.57	8.67	16.63	11.7
1947.08	15.46	0.78	1.51	22.5	1947.62	2.36	171.76	8.67	16.81	11.34
1947.09	15.06	0.79	1.55	23	1947.71	2.38	163.68	8.59	16.85	10.83
1947.1	15.45	0.81	1.57	23	1947.79	2.39	167.92	8.77	17.06	11.13
1947.11	15.27	0.82	1.59	23.1	1947.87	2.41	165.24	8.91	17.21	10.98
1947.12	15.03	0.84	1.61	23.4	1947.96	2.42	160.56	8.97	17.2	10.68
1948.01	14.83	0.84	1.64	23.7	1948.04	2.44	156.42	8.9	17.33	10.42
1948.02	14.1	0.85	1.68	23.5	1948.12	2.43	149.99	9.01	17.84	10
1948.03	14.3	0.85	1.71	23.4	1948.21	2.42	152.76	9.08	18.27	10.19
1948.04	15.4	0.85	1.76	23.8	1948.29	2.41	161.75	8.93	18.49	10.78
1948.05	16.15	0.85	1.81	23.9	1948.37	2.4	168.92	8.89	18.93	11.24
1948.06	16.82	0.85	1.86	24.1	1948.46	2.39	174.46	8.82	19.29	11.58
1948.07	16.42	0.86	1.93	24.4	1948.54	2.38	168.22	8.78	19.77	11.13
1948.08	15.94	0.86	2	24.5	1948.62	2.36	162.64	8.81	20.41	10.72
1948.09	15.76	0.87	2.07	24.5	1948.71	2.35	160.8	8.88	21.12	10.55
1948.1	16.19	0.89	2.14	24.4	1948.79	2.34	165.87	9.12	21.96	10.83
1948.11	15.29	0.91	2.22	24.2	1948.87	2.33	157.94	9.4	22.9	10.25
1948.12	15.19	0.93	2.29	24.1	1948.96	2.32	157.56	9.65	23.75	10.16
1949.01	15.36	0.95	2.32	24	1949.04	2.31	159.98	9.86	24.16	10.25
1949.02	14.77	0.96	2.35	23.8	1949.12	2.31	155.13	10.12	24.68	9.87
1949.03	14.91	0.98	2.38	23.8	1949.21	2.31	156.6	10.29	25	9.9
1949.04	14.89	0.99	2.39	23.9	1949.29	2.31	155.74	10.39	24.96	9.78
1949.05	14.78	1.01	2.39	23.8	1949.37	2.31	155.24	10.57	25.14	9.69
1949.06	13.97	1.02	2.4	23.9	1949.46	2.31	146.12	10.67	25.1	9.07
1949.07	14.76	1.03	2.4	23.7	1949.54	2.32	155.68	10.83	25.28	9.61
1949.08	15.29	1.03	2.39	23.8	1949.62	2.32	160.59	10.85	25.14	9.85
1949.09	15.49	1.04	2.39	23.9	1949.71	2.32	162.01	10.88	25	9.88
1949.1	15.89	1.07	2.37	23.7	1949.79	2.32	167.6	11.32	24.96	10.17
1949.11	16.11	1.11	2.34	23.8	1949.87	2.32	169.21	11.62	24.61	10.22
1949.12	16.54	1.14	2.32	23.6	1949.96	2.32	175.2	12.08	24.57	10.53
1950.01	16.88	1.15	2.34	23.5	1950.04	2.32	179.56	12.23	24.86	10.75
1950.02	17.21	1.16	2.35	23.5	1950.12	2.34	183.07	12.34	25.03	10.91
1950.03	17.35	1.17	2.37	23.6	1950.21	2.36	183.77	12.39	25.1	10.91
1950.04	17.84	1.18	2.43	23.6	1950.29	2.38	188.97	12.5	25.7	11.18
1950.05	18.44	1.19	2.48	23.7	1950.37	2.4	194.5	12.55	26.19	11.46
1950.06	18.74	1.2	2.54	23.8	1950.46	2.42	196.83	12.6	26.68	11.55
1950.07	17.38	1.24	2.6	24.1	1950.54	2.45	180.27	12.9	26.97	10.54
1950.08	18.43	1.29	2.66	24.3	1950.62	2.47	189.59	13.24	27.36	11.04
1950.09	19.08	1.33	2.72	24.4	1950.71	2.49	195.47	13.63	27.87	11.34
1950.1	19.87	1.38	2.76	24.6	1950.79	2.51	201.91	13.99	28.05	11.66
1950.11	19.83	1.42	2.8	24.7	1950.87	2.53	200.69	14.4	28.34	11.54
1950.12	19.75	1.47	2.84	25	1950.96	2.55	197.48	14.7	28.4	11.31
1951.01	21.21	1.49	2.84	25.4	1951.04	2.57	208.74	14.63	27.92	11.9
1951.02	22	1.5	2.83	25.7	1951.12	2.58	213.99	14.62	27.56	12.14
1951.03	21.63	1.52	2.83	25.8	1951.21	2.59	209.57	14.73	27.42	11.84
1951.04	21.92	1.53	2.79	25.8	1951.29	2.6	212.38	14.86	27.06	11.95
1951.05	21.93	1.55	2.76	25.9	1951.37	2.61	211.66	14.93	26.61	11.86
1951.06	21.55	1.56	2.72	25.9	1951.46	2.62	207.99	15.06	26.25	11.62
1951.07	21.93	1.55	2.65	25.9	1951.54	2.63	211.66	14.93	25.58	11.78
1951.08	22.89	1.53	2.58	25.9	1951.62	2.63	220.92	14.8	24.9	12.26
1951.09	23.48	1.52	2.51	26.1	1951.71	2.64	224.88	14.56	24.04	12.44
1951.1	23.36	1.48	2.49	26.2	1951.79	2.65	222.88	14.15	23.73	12.31
1951.11	22.71	1.45	2.46	26.4	1951.87	2.66	215.04	13.7	23.32	11.85
1951.12	23.41	1.41	2.44	26.5	1951.96	2.67	220.83	13.3	23.02	12.15
1952.01	24.19	1.41	2.43	26.5	1952.04	2.68	228.19	13.33	22.89	12.53
1952.02	23.75	1.42	2.41	26.3	1952.12	2.69	225.74	13.47	22.94	12.36
