Date	Price	Dividend	Earnings	CPI	DateFraction	GS10	RealPrice	RealDividend	RealEarnings	CAPE
1901.05	7.73	0.31	0.49	7.52	1901.37	3.13	257.08	10.25	16.24	23.06
1901.06	8.5	0.31	0.49	7.52	1901.46	3.13	282.68	10.31	16.3	25.24
1901.07	7.93	0.31	0.49	7.61	1901.54	3.14	260.43	10.24	16.15	23.14
1901.08	8.04	0.31	0.49	7.71	1901.62	3.15	260.78	10.16	16	23.08
1901.09	8	0.32	0.5	7.8	1901.71	3.15	256.32	10.09	15.86	22.59
1901.1	7.91	0.32	0.5	7.8	1901.79	3.16	253.44	10.15	15.91	22.25
1901.11	8.08	0.32	0.5	7.9	1901.87	3.17	255.77	10.08	15.77	22.38
1901.12	7.95	0.32	0.5	7.99	1901.96	3.17	248.66	10.01	15.64	21.68
1902.01	8.12	0.32	0.51	7.9	1902.04	3.18	257.03	10.15	16.17	22.34
1902.02	8.19	0.32	0.52	7.9	1902.12	3.19	259.25	10.18	16.51	22.46
1902.03	8.2	0.32	0.53	7.9	1902.21	3.2	259.56	10.21	16.86	22.41
1902.04	8.48	0.32	0.54	7.99	1902.29	3.21	265.23	10.11	16.99	22.82
1902.05	8.46	0.32	0.55	8.09	1902.37	3.22	261.49	10.02	17.13	22.43
1902.06	8.41	0.33	0.57	8.18	1902.46	3.23	256.93	9.93	17.26	21.96
1902.07	8.6	0.33	0.58	8.18	1902.54	3.24	262.73	9.95	17.59	22.39
1902.08	8.83	0.33	0.59	8.09	1902.62	3.25	272.93	10.1	18.13	23.17
1902.09	8.85	0.33	0.6	8.18	1902.71	3.26	270.37	10.01	18.25	22.86
1902.1	8.57	0.33	0.61	8.75	1902.79	3.27	244.74	9.38	17.37	20.6
1902.11	8.24	0.33	0.62	8.47	1902.87	3.28	243.25	9.72	18.28	20.41
1902.12	8.05	0.33	0.63	8.56	1902.96	3.29	235	9.63	18.39	19.63
1903.01	8.46	0.33	0.62	8.66	1903.04	3.3	244.25	9.58	17.95	20.32
1903.02	8.41	0.33	0.61	8.66	1903.12	3.31	242.81	9.62	17.71	20.11
1903.03	8.08	0.34	0.61	8.37	1903.21	3.32	241.23	10	18.06	19.88
1903.04	7.75	0.34	0.6	8.37	1903.29	3.33	231.38	10.05	17.81	18.98
1903.05	7.6	0.34	0.59	8.18	1903.37	3.33	232.18	10.34	17.97	18.95
1903.06	7.18	0.34	0.58	8.18	1903.46	3.34	219.35	10.39	17.72	17.82
1903.07	6.85	0.34	0.57	8.18	1903.54	3.35	209.27	10.44	17.47	16.92
1903.08	6.63	0.34	0.56	8.18	1903.62	3.36	202.55	10.49	17.21	16.3
1903.09	6.47	0.35	0.56	8.28	1903.71	3.37	195.39	10.42	16.76	15.65
1903.1	6.26	0.35	0.55	8.18	1903.79	3.38	191.24	10.59	16.7	15.25
1903.11	6.28	0.35	0.54	8.09	1903.87	3.38	194.11	10.77	16.64	15.41
1903.12	6.57	0.35	0.53	8.09	1903.96	3.39	203.07	10.82	16.38	16.04
1904.01	6.68	0.35	0.53	8.28	1904.04	3.4	201.73	10.47	15.91	15.86
1904.02	6.5	0.34	0.52	8.47	1904.12	3.41	191.88	10.13	15.45	15.02
1904.03	6.48	0.34	0.52	8.37	1904.21	3.41	193.46	10.15	15.52	15.08
1904.04	6.64	0.34	0.52	8.28	1904.29	3.42	200.52	10.17	15.6	15.57
1904.05	6.5	0.33	0.51	8.09	1904.37	3.43	200.91	10.3	15.87	15.53
1904.06	6.51	0.33	0.51	8.09	1904.46	3.43	201.22	10.2	15.76	15.47
1904.07	6.78	0.33	0.51	8.09	1904.54	3.44	209.57	10.1	15.66	16.04
1904.08	7.01	0.32	0.5	8.18	1904.62	3.45	214.16	9.88	15.38	16.3
1904.09	7.32	0.32	0.5	8.28	1904.71	3.45	221.06	9.66	15.1	16.74
1904.1	7.75	0.32	0.5	8.28	1904.79	3.46	234.04	9.56	15	17.63
1904.11	8.17	0.31	0.49	8.47	1904.87	3.47	241.18	9.25	14.56	18.08
1904.12	8.25	0.31	0.49	8.47	1904.96	3.47	243.54	9.15	14.46	18.16
1905.01	8.43	0.31	0.51	8.47	1905.04	3.48	248.86	9.2	14.91	18.46
1905.02	8.8	0.31	0.52	8.47	1905.12	3.48	259.78	9.25	15.35	19.17
1905.03	9.05	0.32	0.54	8.37	1905.21	3.47	270.19	9.4	15.97	19.83
1905.04	8.94	0.32	0.55	8.37	1905.29	3.47	266.91	9.46	16.42	19.48
1905.05	8.5	0.32	0.57	8.28	1905.37	3.46	256.69	9.61	17.06	18.63
1905.06	8.6	0.32	0.58	8.28	1905.46	3.46	259.71	9.66	17.52	18.74
1905.07	8.87	0.32	0.6	8.28	1905.54	3.46	267.86	9.71	17.97	19.21
1905.08	9.2	0.32	0.61	8.37	1905.62	3.45	274.67	9.65	18.21	19.57
1905.09	9.23	0.33	0.63	8.28	1905.71	3.45	278.74	9.81	18.87	19.74
1905.1	9.36	0.33	0.64	8.28	1905.79	3.44	282.66	9.87	19.33	19.9
1905.11	9.31	0.33	0.66	8.37	1905.87	3.44	277.96	9.8	19.56	19.44
1905.12	9.54	0.33	0.67	8.47	1905.96	3.43	281.62	9.74	19.78	19.58
1906.01	9.87	0.34	0.68	8.47	1906.04	3.43	291.37	9.91	20	20.13
1906.02	9.8	0.34	0.69	8.47	1906.12	3.45	289.3	10.09	20.22	19.87
1906.03	9.56	0.35	0.69	8.47	1906.21	3.47	282.21	10.26	20.44	19.26
1906.04	9.43	0.35	0.7	8.47	1906.29	3.49	278.38	10.43	20.66	18.88
1906.05	9.18	0.36	0.71	8.56	1906.37	3.51	267.99	10.49	20.65	18.05
1906.06	9.3	0.37	0.72	8.56	1906.46	3.53	271.49	10.66	20.87	18.17
1906.07	9.06	0.37	0.72	8.28	1906.54	3.55	273.6	11.2	21.82	18.2
1906.08	9.73	0.38	0.73	8.47	1906.62	3.57	287.23	11.12	21.55	18.97
1906.09	10.03	0.38	0.74	8.56	1906.71	3.59	292.8	11.17	21.53	19.2
1906.1	9.73	0.39	0.75	8.75	1906.79	3.61	277.86	11.09	21.28	18.1
1906.11	9.93	0.39	0.75	8.85	1906.87	3.63	280.53	11.14	21.26	18.14
1906.12	9.84	0.4	0.76	8.94	1906.96	3.65	275.03	11.18	21.24	17.66
1907.01	9.56	0.4	0.75	8.85	1907.04	3.67	270.08	11.39	21.24	17.22
1907.02	9.26	0.41	0.74	9.04	1907.12	3.69	256.09	11.25	20.56	16.22
1907.03	8.35	0.41	0.74	8.94	1907.21	3.7	233.38	11.46	20.54	14.69
1907.04	8.39	0.41	0.73	8.94	1907.29	3.72	234.5	11.55	20.31	14.67
1907.05	8.1	0.42	0.72	9.13	1907.37	3.74	221.68	11.4	19.66	13.79
1907.06	7.84	0.42	0.71	9.23	1907.46	3.75	212.35	11.38	19.23	13.14
1907.07	8.14	0.42	0.7	9.23	1907.54	3.77	220.48	11.47	19.01	13.59
1907.08	7.53	0.43	0.69	9.23	1907.62	3.79	203.96	11.56	18.78	12.51
1907.09	7.45	0.43	0.69	9.23	1907.71	3.8	201.79	11.65	18.55	12.33
1907.1	6.64	0.43	0.68	9.32	1907.79	3.82	178.01	11.62	18.14	10.83
1907.11	6.25	0.44	0.67	8.94	1907.87	3.84	174.69	12.21	18.68	10.59
1907.12	6.57	0.44	0.66	8.75	1907.96	3.85	187.62	12.57	18.85	11.33
1908.01	6.85	0.44	0.65	8.66	1908.04	3.87	197.77	12.61	18.86	11.9
1908.02	6.6	0.43	0.65	8.56	1908.12	3.86	192.67	12.65	18.88	11.55
1908.03	6.87	0.43	0.64	8.56	1908.21	3.85	200.55	12.55	18.68	11.98
1908.04	7.24	0.43	0.63	8.66	1908.29	3.84	209.03	12.32	18.28	12.45
1908.05	7.63	0.42	0.63	8.66	1908.37	3.83	220.29	12.22	18.09	13.08
1908.06	7.64	0.42	0.62	8.66	1908.46	3.82	220.58	12.13	17.9	13.05
1908.07	7.92	0.42	0.61	8.75	1908.54	3.82	226.18	11.9	17.51	13.35
1908.08	8.26	0.41	0.61	8.75	1908.62	3.81	235.89	11.8	17.33	13.88
1908.09	8.17	0.41	0.6	8.75	1908.71	3.8	233.32	11.71	17.13	13.7
1908.1	8.27	0.41	0.59	8.85	1908.79	3.79	233.63	11.49	16.76	13.69
1908.11	8.83	0.4	0.59	8.94	1908.87	3.78	246.8	11.27	16.4	14.44
1908.12	9.03	0.4	0.58	9.04	1908.96	3.77	249.73	11.06	16.04	14.58
1909.01	9.06	0.4	0.6	8.94	1909.04	3.76	253.23	11.27	16.63	14.76
1909.02	8.8	0.41	0.61	9.04	1909.12	3.77	243.37	11.25	16.87	14.17
1909.03	8.92	0.41	0.63	9.04	1909.21	3.79	246.69	11.34	17.28	14.34
1909.04	9.32	0.41	0.64	9.23	1909.29	3.8	252.44	11.19	17.33	14.65
1909.05	9.63	0.42	0.66	9.32	1909.37	3.81	258.17	11.17	17.56	14.95
1909.06	9.8	0.42	0.67	9.42	1909.46	3.82	260.08	11.15	17.78	15.04
1909.07	9.94	0.42	0.69	9.42	1909.54	3.84	263.79	11.23	18.18	15.23
1909.08	10.18	0.43	0.7	9.51	1909.62	3.85	267.46	11.21	18.39	15.42
1909.09	10.19	0.43	0.72	9.61	1909.71	3.86	265.07	11.19	18.6	15.25
1909.1	10.23	0.43	0.73	9.8	1909.79	3.87	260.94	11.05	18.62	14.99
1909.11	10.18	0.44	0.75	9.9	1909.87	3.89	257.17	11.03	18.82	14.75
1909.12	10.3	0.44	0.76	9.99	1909.96	3.9	257.72	11.01	19.02	14.75
1910.01	10.08	0.44	0.76	9.9	1910.04	3.91	254.65	11.18	19.14	14.55
1910.02	9.72	0.45	0.76	9.9	1910.12	3.92	245.55	11.24	19.07	14
1910.03	9.96	0.45	0.75	10.09	1910.21	3.92	246.87	11.09	18.65	14.05
1910.04	9.72	0.45	0.75	10.18	1910.29	3.93	238.67	11.05	18.42	13.56
1910.05	9.56	0.45	0.75	9.99	1910.37	3.93	239.21	11.32	18.7	13.57
1910.06	9.1	0.46	0.75	9.9	1910.46	3.94	229.89	11.49	18.82	13.02
1910.07	8.64	0.46	0.74	9.9	1910.54	3.95	218.27	11.56	18.76	12.34
1910.08	8.85	0.46	0.74	9.8	1910.62	3.95	225.74	11.73	18.88	12.75
1910.09	8.91	0.46	0.74	9.7	1910.71	3.96	229.5	11.91	19	12.94
1910.1	9.32	0.47	0.74	9.42	1910.79	3.96	247.34	12.34	19.51	13.92
1910.11	9.31	0.47	0.73	9.23	1910.87	3.97	252.17	12.66	19.84	14.16
1910.12	9.05	0.47	0.73	9.23	1910.96	3.97	245.13	12.73	19.77	13.74
1911.01	9.27	0.47	0.72	9.23	1911.04	3.98	251.08	12.73	19.46	14.05
1911.02	9.43	0.47	0.71	8.94	1911.12	3.98	263.57	13.14	19.75	14.72
1911.03	9.32	0.47	0.7	9.04	1911.21	3.99	257.75	13	19.22	14.37
1911.04	9.28	0.47	0.68	8.75	1911.29	3.99	265.01	13.42	19.51	14.75
1911.05	9.48	0.47	0.67	8.75	1911.37	3.99	270.73	13.42	19.18	15.05
1911.06	9.67	0.47	0.66	8.75	1911.46	3.99	276.15	13.42	18.85	15.33
1911.07	9.63	0.47	0.65	8.85	1911.54	4	272.05	13.28	18.31	15.08
1911.08	9.17	0.47	0.64	9.13	1911.62	4	250.96	12.86	17.42	13.9
1911.09	8.67	0.47	0.63	9.23	1911.71	4	234.83	12.73	16.93	13
1911.1	8.72	0.47	0.61	9.23	1911.79	4	236.19	12.73	16.61	13.07
1911.11	9.07	0.47	0.6	9.13	1911.87	4.01	248.22	12.86	16.47	13.73
1911.12	9.11	0.47	0.59	9.04	1911.96	4.01	251.94	13	16.32	13.93
1912.01	9.12	0.47	0.6	9.13	1912.04	4.01	249.59	12.88	16.4	13.79
1912.02	9.04	0.47	0.61	9.23	1912.12	4.05	244.85	12.78	16.48	13.53
1912.03	9.3	0.47	0.62	9.42	1912.21	4.08	246.81	12.54	16.39	13.64
1912.04	9.59	0.47	0.63	9.7	1912.29	4.12	247.02	12.19	16.14	13.65
1912.05	9.58	0.47	0.64	9.7	1912.37	4.16	246.76	12.21	16.38	13.65
1912.06	9.58	0.48	0.65	9.61	1912.46	4.19	249.2	12.36	16.78	13.79
1912.07	9.59	0.48	0.65	9.61	1912.54	4.23	249.46	12.38	17.02	13.8
1912.08	9.81	0.48	0.66	9.7	1912.62	4.27	252.69	12.28	17.09	13.98
1912.09	9.86	0.48	0.67	9.8	1912.71	4.3	251.51	12.18	17.15	13.93
1912.1	9.84	0.48	0.68	9.8	1912.79	4.34	251	12.2	17.39	13.91
1912.11	9.73	0.48	0.69	9.8	1912.87	4.38	248.19	12.22	17.62	13.75
1912.12	9.38	0.48	0.7	9.7	1912.96	4.41	241.61	12.36	18.03	13.39
1913.01	9.3	0.48	0.69	9.8	1913.04	4.45	237.22	12.24	17.71	13.15
1913.02	8.97	0.48	0.69	9.8	1913.12	4.43	228.8	12.24	17.56	12.68
1913.03	8.8	0.48	0.68	9.8	1913.21	4.4	224.47	12.24	17.41	12.44
1913.04	8.79	0.48	0.68	9.8	1913.29	4.38	224.21	12.24	17.26	12.43
1913.05	8.55	0.48	0.67	9.7	1913.37	4.35	220.34	12.37	17.29	12.22
1913.06	8.12	0.48	0.67	9.8	1913.46	4.33	207.12	12.24	16.96	11.49
1913.07	8.23	0.48	0.66	9.9	1913.54	4.31	207.81	12.12	16.64	11.53
1913.08	8.45	0.48	0.65	9.9	1913.62	4.28	213.36	12.12	16.5	11.85
1913.09	8.53	0.48	0.65	10	1913.71	4.26	213.23	12	16.19	11.84
1913.1	8.26	0.48	0.64	10	1913.79	4.23	206.48	12	16.04	11.47
1913.11	8.05	0.48	0.64	10.1	1913.87	4.21	199.24	11.88	15.74	11.07
1913.12	8.04	0.48	0.63	10	1913.96	4.18	200.98	12	15.75	11.17
1914.01	8.37	0.48	0.62	10	1914.04	4.16	209.23	11.87	15.52	11.64
1914.02	8.48	0.47	0.61	9.9	1914.12	4.17	214.12	11.87	15.45	11.91
1914.03	8.32	0.47	0.6	9.9	1914.21	4.17	210.08	11.74	15.21	11.69
1914.04	8.12	0.46	0.59	9.8	1914.29	4.18	207.12	11.73	15.13	11.52
1914.05	8.17	0.46	0.58	9.9	1914.37	4.19	206.29	11.49	14.75	11.48
1914.06	8.13	0.45	0.58	9.9	1914.46	4.19	205.28	11.36	14.52	11.43
1914.07	7.68	0.45	0.57	10	1914.54	4.2	191.98	11.12	14.14	10.69
1914.08	7.68	0.44	0.56	10.2	1914.62	4.21	188.22	10.78	13.64	10.49
1914.09	7.68	0.44	0.55	10.2	1914.71	4.21	188.22	10.66	13.42	10.5
1914.1	7.68	0.43	0.54	10.1	1914.79	4.22	190.08	10.64	13.32	10.61
1914.11	7.68	0.43	0.53	10.2	1914.87	4.23	188.22	10.42	12.97	10.52
1914.12	7.35	0.42	0.52	10.1	1914.96	4.23	181.91	10.4	12.87	10.17
1915.01	7.48	0.42	0.55	10.1	1915.04	4.24	185.13	10.41	13.61	10.36
1915.02	7.38	0.42	0.58	10	1915.12	4.22	184.48	10.54	14.5	10.33
1915.03	7.57	0.42	0.61	9.9	1915.21	4.21	191.14	10.67	15.4	10.71
1915.04	8.14	0.42	0.64	10	1915.29	4.19	203.48	10.58	16	11.4
1915.05	7.95	0.42	0.67	10.1	1915.37	4.18	196.76	10.5	16.58	11.03
1915.06	8.04	0.43	0.7	10.1	1915.46	4.16	198.99	10.52	17.33	11.15
1915.07	8.01	0.43	0.73	10.1	1915.54	4.15	198.25	10.54	18.07	11.11
1915.08	8.35	0.43	0.76	10.1	1915.62	4.13	206.66	10.56	18.81	11.58
1915.09	8.66	0.43	0.79	10.1	1915.71	4.11	214.34	10.58	19.55	12.01
1915.1	9.14	0.43	0.82	10.2	1915.79	4.1	224	10.5	20.1	12.55
1915.11	9.46	0.43	0.85	10.3	1915.87	4.08	229.59	10.42	20.63	12.86
1915.12	9.48	0.43	0.88	10.3	1915.96	4.07	230.08	10.44	21.36	12.88
1916.01	9.33	0.44	0.93	10.4	1916.04	4.05	224.26	10.6	22.45	12.54
1916.02	9.2	0.45	0.99	10.4	1916.12	4.07	221.13	10.86	23.75	12.35
1916.03	9.17	0.46	1.04	10.5	1916.21	4.08	218.31	11.01	24.81	12.18
1916.04	9.07	0.47	1.1	10.6	1916.29	4.1	213.89	11.16	25.87	11.91
1916.05	9.27	0.48	1.15	10.7	1916.37	4.11	216.57	11.31	26.89	12.03
1916.06	9.36	0.5	1.21	10.8	1916.46	4.13	216.65	11.46	27.89	12
1916.07	9.23	0.51	1.26	10.8	1916.54	4.14	213.64	11.71	29.14	11.79
1916.08	9.3	0.52	1.31	10.9	1916.62	4.16	213.28	11.85	30.11	11.73
1916.09	9.68	0.53	1.37	11.1	1916.71	4.17	218	11.88	30.81	11.94
1916.1	9.98	0.54	1.42	11.3	1916.79	4.19	220.78	11.91	31.46	12.05
1916.11	10.21	0.55	1.48	11.5	1916.87	4.2	221.94	11.94	32.08	12.05
1916.12	9.8	0.56	1.53	11.6	1916.96	4.22	211.19	12.07	32.97	11.41
1917.01	9.57	0.57	1.51	11.7	1917.04	4.23	204.47	12.2	32.24	10.99
1917.02	9.03	0.58	1.49	12	1917.12	4.26	188.11	12.12	31	10.06
1917.03	9.31	0.59	1.47	12	1917.21	4.29	193.94	12.34	30.58	10.33
1917.04	9.17	0.6	1.45	12.6	1917.29	4.32	181.93	11.97	28.71	9.64
1917.05	8.86	0.61	1.43	12.8	1917.37	4.34	173.03	11.99	27.85	9.14
1917.06	9.04	0.63	1.41	13	1917.46	4.37	173.83	12.02	27.02	9.15
1917.07	8.79	0.64	1.38	12.8	1917.54	4.4	171.66	12.42	27.03	9
1917.08	8.53	0.65	1.36	13	1917.62	4.43	164.02	12.44	26.21	8.57
1917.09	8.12	0.66	1.34	13.3	1917.71	4.46	152.62	12.36	25.24	7.95
1917.1	7.68	0.67	1.32	13.5	1917.79	4.49	142.21	12.37	24.48	7.39
1917.11	7.04	0.68	1.3	13.5	1917.87	4.51	130.36	12.58	24.09	6.75
1917.12	6.8	0.69	1.28	13.7	1917.96	4.54	124.08	12.59	23.36	6.41
1918.01	7.21	0.68	1.26	14	1918.04	4.57	128.74	12.14	22.43	6.64
1918.02	7.43	0.67	1.23	14.1	1918.12	4.56	131.73	11.88	21.84	6.78
1918.03	7.28	0.66	1.21	14	1918.21	4.56	129.99	11.78	21.57	6.69
1918.04	7.21	0.65	1.18	14.2	1918.29	4.55	126.92	11.44	20.83	6.52
1918.05	7.44	0.64	1.16	14.5	1918.37	4.55	128.26	11.03	19.98	6.58
1918.06	7.45	0.63	1.14	14.7	1918.46	4.54	126.69	10.71	19.3	6.5
1918.07	7.51	0.62	1.11	15.1	1918.54	4.54	124.33	10.26	18.39	6.37
1918.08	7.58	0.61	1.09	15.4	1918.62	4.53	123.04	9.9	17.64	6.3
1918.09	7.54	0.6	1.06	15.7	1918.71	4.52	120.05	9.55	16.93	6.15
1918.1	7.86	0.59	1.04	16	1918.79	4.52	122.8	9.22	16.22	6.29
1918.11	8.06	0.58	1.01	16.3	1918.87	4.51	123.61	8.89	15.55	6.33
1918.12	7.9	0.57	0.99	16.5	1918.96	4.51	119.69	8.64	15	6.13
1919.01	7.85	0.57	0.99	16.5	1919.04	4.5	118.93	8.59	14.92	6.1
1919.02	7.88	0.56	0.98	16.2	1919.12	4.54	121.59	8.69	15.12	6.24
1919.03	8.12	0.56	0.98	16.4	1919.21	4.58	123.77	8.54	14.86	6.36
1919.04	8.39	0.56	0.97	16.7	1919.29	4.62	125.59	8.33	14.52	6.46
1919.05	8.97	0.55	0.97	16.9	1919.37	4.66	132.68	8.18	14.27	6.83
1919.06	9.21	0.55	0.96	16.9	1919.46	4.7	136.23	8.14	14.2	7.02
1919.07	9.51	0.55	0.96	17.4	1919.54	4.74	136.62	7.85	13.72	7.05
1919.08	8.87	0.54	0.95	17.7	1919.62	4.77	125.27	7.67	13.42	6.48
1919.09	9.01	0.54	0.95	17.8	1919.71	4.81	126.53	7.58	13.27	6.56
1919.1	9.47	0.54	0.94	18.1	1919.79	4.85	130.79	7.41	12.98	6.79
1919.11	9.19	0.53	0.94	18.5	1919.87	4.89	124.18	7.21	12.63	6.47
1919.12	8.92	0.53	0.93	18.9	1919.96	4.93	117.98	7.01	12.3	6.16
1920.01	8.83	0.53	0.92	19.3	1920.04	4.97	114.37	6.84	11.91	5.99
1920.02	8.1	0.53	0.91	19.5	1920.12	4.98	103.84	6.75	11.64	5.46
1920.03	8.67	0.53	0.9	19.7	1920.21	4.99	110.01	6.66	11.39	5.8
1920.04	8.6	0.52	0.89	20.3	1920.29	5	105.9	6.44	10.92	5.6
1920.05	8.06	0.52	0.88	20.6	1920.37	5.01	97.81	6.33	10.63	5.19
1920.06	7.92	0.52	0.87	20.9	1920.46	5.02	94.73	6.22	10.35	5.04
1920.07	7.91	0.52	0.85	20.8	1920.54	5.03	95.06	6.23	10.27	5.08
1920.08	7.6	0.52	0.84	20.3	1920.62	5.04	93.59	6.36	10.38	5.02
1920.09	7.87	0.52	0.83	20	1920.71	5.05	98.37	6.44	10.41	5.3
1920.1	7.88	0.51	0.82	19.9	1920.79	5.06	98.99	6.45	10.32	5.35
1920.11	7.48	0.51	0.81	19.8	1920.87	5.07	94.44	6.46	10.24	5.13
1920.12	6.81	0.51	0.8	19.4	1920.96	5.08	87.75	6.57	10.31	4.78
1921.01	7.11	0.51	0.76	19	1921.04	5.09	93.54	6.65	9.97	5.12
1921.02	7.06	0.5	0.72	18.4	1921.12	5.02	95.91	6.82	9.71	5.27
1921.03	6.88	0.5	0.67	18.3	1921.21	4.96	93.98	6.8	9.19	5.19
1921.04	6.91	0.49	0.63	18.1	1921.29	4.89	95.43	6.81	8.7	5.3
1921.05	7.12	0.49	0.59	17.7	1921.37	4.83	100.56	6.91	8.3	5.61
1921.06	6.55	0.49	0.55	17.6	1921.46	4.76	93.03	6.89	7.74	5.22
1921.07	6.53	0.48	0.5	17.7	1921.54	4.7	92.22	6.79	7.1	5.2
1921.08	6.45	0.48	0.46	17.7	1921.62	4.63	91.09	6.73	6.5	5.16
1921.09	6.61	0.47	0.42	17.5	1921.71	4.56	94.42	6.75	5.96	5.38
1921.1	6.7	0.47	0.38	17.5	1921.79	4.5	95.71	6.69	5.36	5.48
1921.11	7.06	0.46	0.33	17.4	1921.87	4.43	101.43	6.67	4.78	5.84
1921.12	7.31	0.46	0.29	17.3	1921.96	4.37	105.63	6.65	4.19	6.11
1922.01	7.3	0.46	0.32	16.9	1922.04	4.3	107.98	6.87	4.78	6.29
1922.02	7.46	0.47	0.36	16.9	1922.12	4.31	110.34	6.93	5.28	6.46
1922.03	7.74	0.47	0.39	16.7	1922.21	4.31	115.86	7.07	5.84	6.82
1922.04	8.21	0.48	0.42	16.7	1922.29	4.32	122.89	7.14	6.34	7.27
1922.05	8.53	0.48	0.46	16.7	1922.37	4.32	127.68	7.2	6.84	7.59
1922.06	8.45	0.49	0.49	16.7	1922.46	4.33	126.48	7.26	7.33	7.56
1922.07	8.51	0.49	0.52	16.8	1922.54	4.33	126.62	7.28	7.79	7.6
1922.08	8.83	0.49	0.56	16.6	1922.62	4.34	132.97	7.43	8.38	8.02
1922.09	9.06	0.5	0.59	16.6	1922.71	4.34	136.43	7.49	8.88	8.27
1922.1	9.26	0.5	0.62	16.7	1922.79	4.35	138.61	7.51	9.33	8.43
1922.11	8.8	0.51	0.66	16.8	1922.87	4.35	130.94	7.53	9.77	8
1922.12	8.78	0.51	0.69	16.9	1922.96	4.36	129.87	7.54	10.21	7.96
1923.01	8.9	0.51	0.71	16.8	1923.04	4.36	132.43	7.61	10.63	8.15
1923.02	9.28	0.51	0.74	16.8	1923.12	4.34	138.08	7.64	10.99	8.53
1923.03	9.43	0.52	0.76	16.8	1923.21	4.31	140.31	7.66	11.35	8.7
1923.04	9.1	0.52	0.79	16.9	1923.29	4.29	134.6	7.64	11.64	8.37
1923.05	8.67	0.52	0.81	16.9	1923.37	4.26	128.24	7.67	11.99	8
1923.06	8.34	0.52	0.84	17	1923.46	4.24	122.64	7.65	12.28	7.67
1923.07	8.06	0.52	0.86	17.2	1923.54	4.21	117.14	7.58	12.49	7.35
1923.08	8.1	0.52	0.88	17.1	1923.62	4.19	118.41	7.65	12.91	7.44
1923.09	8.15	0.53	0.91	17.2	1923.71	4.16	118.45	7.63	13.19	7.46
1923.1	8.03	0.53	0.93	17.3	1923.79	4.14	116.03	7.61	13.46	7.32
1923.11	8.27	0.53	0.96	17.3	1923.87	4.11	119.5	7.63	13.81	7.55
1923.12	8.55	0.53	0.98	17.3	1923.96	4.09	123.54	7.66	14.16	7.81
1924.01	8.83	0.53	0.98	17.3	1924.04	4.06	127.59	7.68	14.1	8.07
1924.02	8.87	0.53	0.97	17.2	1924.12	4.04	128.91	7.75	14.12	8.16
1924.03	8.7	0.54	0.97	17.1	1924.21	4.03	127.18	7.82	14.14	8.06
1924.04	8.5	0.54	0.96	17	1924.29	4.01	124.99	7.89	14.16	7.92
1924.05	8.47	0.54	0.96	17	1924.37	3.99	124.55	7.92	14.1	7.9
1924.06	8.63	0.54	0.96	17	1924.46	3.98	126.9	7.94	14.04	8.05
1924.07	9.03	0.54	0.95	17.1	1924.54	3.96	132.01	7.92	13.9	8.38
1924.08	9.34	0.54	0.95	17	1924.62	3.94	137.34	7.99	13.92	8.72
1924.09	9.25	0.55	0.94	17.1	1924.71	3.93	135.22	7.97	13.78	8.58
1924.1	9.13	0.55	0.94	17.2	1924.79	3.91	132.69	7.95	13.64	8.42
1924.11	9.64	0.55	0.93	17.2	1924.87	3.89	140.1	7.97	13.58	8.89
1924.12	10.16	0.55	0.93	17.3	1924.96	3.88	146.81	7.95	13.44	9.31
1925.01	10.58	0.55	0.96	17.3	1925.04	3.86	152.88	8.01	13.82	9.69
1925.02	10.67	0.56	0.98	17.2	1925.12	3.85	155.07	8.11	14.29	9.83
1925.03	10.39	0.56	1.01	17.3	1925.21	3.83	150.13	8.13	14.59	9.52
1925.04	10.28	0.57	1.04	17.2	1925.29	3.82	149.4	8.24	15.07	9.48
1925.05	10.61	0.57	1.06	17.3	1925.37	3.8	153.31	8.25	15.36	9.73
1925.06	10.8	0.58	1.09	17.5	1925.46	3.79	154.27	8.21	15.57	9.8
1925.07	11.1	0.58	1.12	17.7	1925.54	3.77	156.76	8.18	15.78	9.96
1925.08	11.25	0.58	1.14	17.7	1925.62	3.76	158.88	8.24	16.14	10.11
1925.09	11.51	0.59	1.17	17.7	1925.71	3.74	162.56	8.3	16.52	10.36
1925.1	11.89	0.59	1.2	17.7	1925.79	3.73	167.92	8.36	16.91	10.72
1925.11	12.26	0.6	1.22	18	1925.87	3.71	170.26	8.27	16.98	10.89
1925.12	12.46	0.6	1.25	17.9	1925.96	3.7	174.01	8.38	17.46	11.15
1926.01	12.65	0.61	1.25	17.9	1926.04	3.68	176.66	8.48	17.44	11.34
1926.02	12.67	0.62	1.25	17.9	1926.12	3.65	176.94	8.59	17.43	11.39
1926.03	11.81	0.62	1.25	17.8	1926.21	3.62	165.86	8.74	17.53	10.71
1926.04	11.48	0.63	1.25	17.9	1926.29	3.6	160.32	8.8	17.41	10.4
1926.05	11.56	0.64	1.25	17.8	1926.37	3.57	162.34	8.95	17.5	10.58
1926.06	12.11	0.65	1.25	17.7	1926.46	3.54	171.03	9.11	17.58	11.2
1926.07	12.62	0.65	1.24	17.5	1926.54	3.51	180.27	9.32	17.77	11.87
1926.08	13.12	0.66	1.24	17.4	1926.62	3.48	188.49	9.48	17.86	12.49
1926.09	13.32	0.67	1.24	17.5	1926.71	3.45	190.27	9.53	17.74	12.69
